"","sample","GPCR signaling (GO_0007186)","serotonin GPCR signaling (GO_0098664)","GPCR signaling, coupled to cyclic nucleotide second messenger (GO_0007187)","neuropeptide signaling (GO_0007218)","adenosine GPCR signaling (GO_0001973)","AC-inhibiting GPCR signaling (GO_0007193)","PLC-activating GPCR signaling (GO_0007200)","AC-activating GPCR signaling (GO_0007189)","amylin GPCR signaling (GO_0097647)","AC-modulating GPCR signaling (GO_0007188)","AC-inhibiting serotonin GPCR signaling (GO_0007198)","angiotensin-activated signaling (GO_0038166)","regulation of GPCR signaling (GO_0008277)","AC-activating dopamine GPCR signaling (GO_0007191)","somatostatin signaling (GO_0038170)","sphingosine-1-phosphate GPCR signaling (GO_0003376)","thrombin-activated GPCR signaling (GO_0070493)","neg. reg. of GPCR signaling (GO_0045744)","leukotriene signaling (GO_0061737)","PKC-activating GPCR signaling (GO_0007205)","pos. reg. of GPCR signaling (GO_0045745)","tachykinin GPCR signaling (GO_0007217)","AC-inhibiting acetylcholine GPCR signaling (GO_0007197)","adrenergic GPCR signaling (GO_0071875)","AC-activating adrenergic GPCR signaling (GO_0071880)","NA (GO_0051482)","regulation of rhodopsin mediated signaling (GO_0022400)","acetylcholine GPCR signaling (GO_0007213)","AC-inhibiting glutamate GPCR signaling (GO_0007196)","glutamate GPCR signaling (GO_0007216)","PLC-activating dopamine GPCR signaling (GO_0060158)","endothelin GPCR signaling (GO_0086100)","AC-inhibiting dopamine GPCR signaling (GO_0007195)","neg. reg. of AC-activating GPCR signaling (GO_0106072)","opioid GPCR signaling (GO_0038003)","pos. reg. of mitotic nuclear division (GO_0045840)","pos. reg. of mitotic cell cycle spindle assembly checkpoint (GO_0090267)","pos. reg. of spindle assembly (GO_1905832)","pos. reg. of mitotic metaphase/anaphase transition (GO_0045842)","pos. reg. of maintenance of mitotic sister chromatid cohesion (GO_0034184)","pos. reg. of G1/S transition of mitotic cell cycle (GO_1900087)","pos. reg. of cytokinesis (GO_0032467)","pos. reg. of G0 to G1 transition (GO_0070318)","pos. reg. of G2/M transition of mitotic cell cycle (GO_0010971)","pos. reg. of meiotic nuclear division (GO_0045836)","pos. reg. of nuclear cell cycle DNA replication (GO_0010571)","pos. reg. of cell cycle G1/S phase transition (GO_1902808)","mitotic G2/M transition checkpoint (GO_0044818)","neg. reg. of meiotic nuclear division (GO_0045835)","neg. reg. of centrosome duplication (GO_0010826)","mitotic spindle assembly checkpoint signaling (GO_0007094)","neg. reg. of mitotic nuclear division (GO_0045839)","mitotic intra-S DNA damage checkpoint signaling (GO_0031573)","neg. reg. of G0 to G1 transition (GO_0070317)","DNA damage checkpoint signaling (GO_0000077)","neg. reg. of G1/S transition of mitotic cell cycle (GO_2000134)","regulation of DNA damage checkpoint (GO_2000001)","mitotic G2 DNA damage checkpoint signaling (GO_0007095)","neg. reg. of G2/M transition of mitotic cell cycle (GO_0010972)","DNA damage response, signal transduction by p53 class mediator resulting in cell cycle arrest (GO_0006977)","mitotic DNA replication checkpoint signaling (GO_0033314)","DNA replication checkpoint signaling (GO_0000076)","neg. reg. of cytokinesis (GO_0032466)","neg. reg. of cell cycle G1/S phase transition (GO_1902807)","mitotic G1 DNA damage checkpoint signaling (GO_0031571)","mitotic cell cycle checkpoint signaling (GO_0007093)","neg. reg. of centriole replication (GO_0046600)","regulation of mitotic cell cycle spindle assembly checkpoint (GO_0090266)"
"ACH000882","ACH000882",-0.104837939501731,-0.484489327509388,-0.255132115394288,-0.107615631317552,-0.301680108839291,-0.23500763178126,-0.229058491582838,-0.235769843976593,-0.622648018765438,-0.0694234184161951,0.158433697497421,-0.00796055666181349,-0.013680777780781,-0.49211292421865,-0.418284682616884,-0.105201695583695,0.0388361574290744,-0.0488030813405505,0.583681502061572,-0.142761007635524,-0.21521344221357,-0.274457947567432,-0.513475090287562,0.745690889801272,-0.271217946509877,-0.194228227628052,-0.102344313144115,-1.17107089728481,-0.522924614090739,-0.473554952909163,-1.00655782457655,-0.302071776718981,0.386110122214714,-0.511138042607479,0.193173867389185,0.0290361141952819,0.382649157153579,-0.161429999501989,0.420942239362939,-0.1530026004549,-0.246933991323203,0.096302649957382,-0.0745651775293048,-0.212785878645042,0.180317253973957,0.151040118389318,0.0758898965891744,0.0254011991699064,-0.622470576250831,0.226942799448217,0.24892888839502,-0.234362196243067,0.0856073754584728,-0.849502272754683,-0.382232380598977,-0.39685440511878,-0.0384229716131241,-0.16502966619567,-0.418300386187597,0.0257145924041781,0.110516603146815,0.148951512053847,0.396367070453985,-0.426844315752806,-0.283483711954604,0.246176884042781,-0.0793554464835777,0.0681780864757918
"ACH001239","ACH001239",0.0172444435793159,-0.507580104702798,-0.404050130104914,0.0418929594667674,-0.652340291045085,-0.221587468787571,-0.298176084611893,0.030219188262504,0.258522322378083,-0.0923605879670544,-0.40537416156067,-0.693937217038569,0.00885170281514477,-0.0844919583375374,-1.53925423207993,-0.166713901516172,0.312722486986199,-0.185036775934229,0.570565421946515,-0.0833581677244497,-0.2581875674238,-0.378888456400985,-1.27863919949652,-0.707553305250674,-0.698626490515097,0.0652623307446667,-0.57099197407447,-0.704403807837984,-0.55396320155656,-0.340363850184436,0.679573304241422,-0.310222371181284,-0.908234709176691,-0.364187554921069,-0.307843866634637,0.103514607828768,0.773833029179745,0.288481664664471,0.256010519699941,0.0538012052977399,-0.00218384321612547,0.241010034977053,-0.278923560895161,0.454089775265285,0.345641974819189,0.208371318320787,-0.299435685275811,-0.65562449770934,1.23239644624421,-0.686477490320341,0.212325912531389,-0.308486494098178,-0.0245010187172965,-0.0822055970086056,0.149286994109901,0.506757385425728,0.681448267053551,0.269057832282591,0.369879037946818,-0.0853567870207583,-0.118233189204655,0.16544481742161,0.74221623471644,-0.218718099357904,-0.0944030834470952,0.0922947814203864,0.405576228961164,-0.573693394300747
"GSM2138481","GSM2138481",0.054950401378465,0.251371784062845,0.320771738099768,0.289934637816472,-0.311946021166649,0.00222856342975132,0.207090828892199,0.0419957139372732,-0.176109715612465,0.436474653035761,0.0444786166401414,0.0308120359129051,-0.00599209577714352,0.10191277875341,1.10070104071941,-0.174926045831072,0.182383212902204,0.229626652642215,0.369328540859536,0.0604307412866399,-0.490709114089081,-0.332055979527713,0.410703810118303,0.399923703351676,0.168969498682702,0.0147397086812145,0.370930566785669,-0.113283068765426,0.0857607078974558,-0.207637406449614,0.144281540256932,-0.235100410198807,0.341813580912074,-0.160196826913174,-0.388220915517146,0.159698070047918,0.610406585456891,0.315221140310531,0.110470102678455,0.521595412125304,-0.0274029718980524,0.331631037106478,-0.20761415428299,0.185123422106332,-0.22105845690249,-0.0315043875533004,0.246638182617026,0.612237991558575,0.0176715094321562,0.161943141149252,0.348384001354135,0.532638353689246,0.460172950610205,-0.582506873875112,0.393270015065167,-0.0146036193379937,0.35638134737314,0.181449311727502,0.491053510117588,-0.161781365717945,0.624952120331667,0.68865055127481,0.555694375753424,-0.0331635950307866,0.0403286421672233,1.0238189270936,-0.440063835627738,0.687499040963827
"GSM2138482","GSM2138482",0.225516997936443,0.20159071479275,0.290854793156702,0.37459381853155,0.253831331548002,0.161099756336969,0.21349001844931,0.364238612661844,0.174638337942729,0.413684618338198,0.883494905888698,0.273960746776132,0.0222471235545679,0.643152079154241,-0.343857887584097,-0.0511986719836392,0.142953341596707,0.0288185485109249,0.201166681113977,0.150820877783464,0.277536653613219,0.438491900109412,0.130610229840774,0.921839208293417,0.472581264847948,0.076920971132883,0.478143808421589,-0.0506846975954408,-0.116742462494483,-0.326834409304623,0.0225878572658114,0.0933406048169117,-0.172210965972595,0.335608633897204,0.0725170653441423,0.0762699435584176,0.347262007439917,1.14952042363274,-0.177696550477523,-0.453692374566233,0.329516007958839,0.184055516553385,0.00554701829088425,0.395305124997046,-0.33579537901558,-0.0666338996246836,0.622922317684044,0.517883347980222,-0.0183667009904484,-0.107503504658721,0.436117783108149,0.897641765231849,0.534977913537882,0.535999227987854,0.100097467773032,0.0337966728487662,0.110727628784658,0.141767483954115,0.00227132801530916,-0.467255884109288,0.334328727356368,0.706856069983537,0.27865543288537,0.357286770415077,0.178328155630927,0.686908820657168,-0.0940713874911667,0.510592064675234
"GSM2138487","GSM2138487",-0.341847938692405,-0.582832122102257,-0.452596357666591,-0.319790964422657,0.114293128649052,-0.398828132568652,-0.416947516889877,-0.424079736837925,-0.333944005487148,-0.172851771878235,-0.485187344060508,0.18717833527461,-0.226503865960151,0.0142040772004,-0.362991899436407,-0.28659251448104,-0.672794253038213,-0.394200917325938,-0.506573118759033,-0.343088777892552,-0.655892447383803,-1.01376909185064,-0.6103617532659,-0.162498582867749,-0.467845421625432,-0.554330500624398,0.399418780193193,-0.139226012931242,-0.592798602692925,-0.483066644758272,0.250948034746089,0.140922202700411,-0.0517763023792802,-1.13873121416864,-0.684027536178547,-0.0633618557361941,0.896026774122068,0.903646631528043,0.775346261723922,0.948700870238507,0.480336098876783,0.630952383394948,1.76652150690579,0.47893639288424,-0.124661105071637,0.746618201733503,0.501277975840212,0.231110138294179,-0.0135820696177213,0.474035688674951,0.684096284158459,0.175186103236939,-0.235949349065367,-0.536336924368828,0.330295495796933,0.18422766359402,0.946615881274118,0.38561191148969,0.116934193161889,-0.109746142878595,0.335896857314683,-0.262196557734091,-0.235713414322871,-1.31657397378858,0.295351650197263,0.783197102490901,0.624998331839192,0.831148065365759
"GSM2138488","GSM2138488",0.0336556298620269,0.379507446797141,0.334252717591837,0.29275686133319,0.177492357357245,0.0953237087157581,0.252859826534636,-0.0248880819360364,-0.398926425449898,0.0950493356484767,0.005068122993096,0.427088810528745,-0.0583817571673208,0.0863464574991047,0.763933642641164,-0.0658233910079161,0.66584874012946,0.0686445561524334,0.563552025499474,0.138139935024978,0.127759205551602,-0.0610138958507975,0.488549098280591,-0.213104684384605,-0.21494639092584,0.21395107658419,0.699764420663895,-0.324883738252246,0.476753567591965,0.0683313116577996,-0.196826962421272,-0.114869465688114,0.80167110181727,0.375659915223682,-0.0739710232080514,0.210886111371748,-0.148975680951551,0.325045301373492,-0.0566292366794817,-0.174320904120308,-0.150317278956564,-0.168836395445248,-0.393527290754476,0.0870790195146539,-0.204743420674298,0.266342872334466,0.104730606840629,0.325446823271964,-0.518358987937787,0.856561485958341,0.281620156096391,0.362557729646942,0.409645436887398,-0.196139377183289,-0.228918316116333,-0.160586777429561,-0.455174999444478,0.214088235638875,0.115358666486297,0.00197226678390837,0.534021572728787,0.62152244371027,0.561602500100884,0.318533677880689,-0.231271860241513,0.349712096680235,-0.197046751312083,0.493927394742583
"GSM2138489","GSM2138489",0.0743737162176615,-0.360095138796379,0.128990403505045,0.0601747325380545,-0.0675356750586547,0.442533298027914,0.141469136386295,0.244757347011305,-0.112374819773232,0.00522587741777306,1.59506634159761,0.619941037246921,-0.1327921426145,-0.357967679072364,1.10292798248423,0.299180517254634,0.518343655928076,-0.221450351593562,-0.112183560509631,0.250964179075416,-0.282416305684455,-0.745376857086888,-0.157661381974762,-0.0672912709061927,0.113134445822918,0.796803229374911,0.319878615861714,-0.284042144864443,-0.478080891104529,-0.23982449585482,0.352099483589864,0.381200924982381,-0.601740233013939,-0.20670612534295,-0.0431654315234581,0.456440197091656,1.05129350126135,0.236291447970239,0.39789383786037,0.398521806188793,0.265269600598883,0.272988948996577,1.0982918737686,0.389596301115426,-0.292863016314426,0.873967590399941,0.477725562169826,0.246133663675986,0.0613775814288278,0.425396190686727,0.336986311556,0.251727453354123,0.323982216834816,0.120067565139649,0.146089236886438,-0.190978047534243,0.750995600226824,0.339610918367849,0.457127789897668,0.00894672137561946,0.67558831158193,0.640644533535314,1.07082114275211,-0.141288499815836,-0.040633000153684,0.738460578182583,0.465692295397168,1.00721107332238
"GSM2138491","GSM2138491",0.0980445324084846,-0.0965761646028187,0.372634925981705,-0.0101460325056251,0.287364074274271,0.260134921836812,0.507831274838537,0.0690268062525688,-0.0909494061704175,0.245503250318683,-0.0262433906789828,0.656730643999375,0.125270404745288,-0.128356196668877,0.421835726134391,0.175810024624577,-0.25426436202166,0.134132992412329,0.0142075795085678,0.223950102642901,0.0826073802982015,0.090448509276565,0.193557414423864,-0.60727402829532,0.315444723282034,0.498702271470836,0.764544739841337,0.205916618620419,0.298611633352754,0.0986060370775413,0.723243221774492,-0.407098582749626,0.735462293006817,0.0901077365412444,0.413762235316861,0.262336062208602,-0.258668598547228,-0.652319140505024,-0.151665081340036,0.551792830218792,0.0293505742376098,0.138478587862132,-0.256375940399061,-0.00593040319323569,0.424060831969746,-0.234025463142434,-0.191165416244531,-0.450540951181557,-0.109827759929917,-0.0568213079482638,-0.338067643994454,0.412429507498097,-0.00572096175167428,-0.241061265413389,0.0740715198382574,0.214905596354146,-0.404717373968113,-0.108776700348029,0.410573641310636,0.163402869049225,-0.573616855640459,0.0122134660025751,-0.238468453702658,-0.394742310066647,-0.159399632824214,-0.444976883443041,0.166728995311983,0.325348744675509
"GSM2138494","GSM2138494",-0.00988008927668437,-0.0394178452337602,-0.0784464666864321,-0.0841410634499428,-0.114535941684757,0.201667500225826,-0.150932095246848,-0.0126918801305479,0.39246769080506,-0.100352009685582,-0.414631741911023,-0.590822107260255,0.225332122772904,-0.169109903742198,-0.75942406612646,-0.228105426566816,-0.150932250061689,0.286488433428464,-0.773249889594693,-0.187698999696681,-0.294021547345098,0.327891549748378,0.212566788191895,0.408445749441015,0.341916103428551,-0.0836566757801689,-0.334113226562954,0.256685369442454,-0.134513104298541,-0.11708546558286,-0.24832181374794,0.470115169040089,-0.173439917470038,0.197366939570283,0.203700007780431,0.470491443816632,0.758123350218473,0.34472796562242,0.0648460803789647,0.253067192230936,0.237795571074993,0.23333329488404,0.59503174053592,0.427142514870379,-0.121115250640145,0.148524583834141,0.00431467366366854,-0.413546282675146,1.45258347230075,-0.610290431344477,0.494196094260029,0.234347568801324,0.303287344878469,0.74741887537856,0.549783394107951,0.490173798377453,0.985033372238901,0.250807102726302,-0.0227695775873529,0.327555018469262,0.207446312851807,0.357714627946131,-0.304856584544882,0.863341200664621,0.676457689970821,0.447129954889659,-0.148540780331947,-0.288713022104778
"GSM2138495","GSM2138495",0.15874589981797,0.136761835213546,0.332321982401109,0.136959192868268,0.106343447481198,0.253648205358924,0.614370630280247,0.128532113813051,0.692178459579432,0.258999298924283,0.20458639486969,1.40548394887139,0.0605964447753293,-0.172436479534436,0.389164752765696,-0.122751155228454,-0.18357202745541,-0.0396424440703317,0.118646955826896,-0.0260051212521671,-0.247309186469407,0.100270908497134,0.306680564038033,-0.0511338984923499,0.14119676829881,0.344902880186407,0.37733901052398,-0.227030329258093,0.313896144160485,0.0422653859203893,-0.16936522131335,0.114245027460199,-0.387262881031322,0.389555059548,0.132732000180976,0.252985161476897,0.190737089680655,-0.219211181054974,-0.0859699063403853,-0.106144599443565,-0.207631851283503,0.112012251452829,-0.62391822310998,0.0657907854276677,0.651641161888271,-0.110170485301702,0.0820410306564849,-0.139466065609687,-0.189747782173818,0.175924483959837,0.282156067713382,0.12981829790718,0.120411967936644,-0.572639920011559,-0.07763221345877,-0.186029763986158,-0.104203873789747,-0.347016402777762,0.517010295108832,-0.0179050364834966,0.234481096767121,0.0677423315806955,0.129340957005134,0.320178853971877,-0.270213773867282,0.399217971498552,-0.468085266282862,0.233349186110742
"GSM2138496","GSM2138496",0.113133701572196,0.061820755253117,0.03425997401388,0.206725984894053,-0.0567513733158337,0.206134389559195,0.185930517216712,0.0414081733047237,0.436651680372713,0.0649586185873961,-0.369979026635333,0.435732525442572,0.120797967037252,0.613025953953776,-0.125435106428107,0.080726567873306,-0.222655964258952,-0.292752335660592,0.118241742582096,0.0697515729867632,0.508571872119005,-0.0759209635474703,0.310032639692626,-0.462476254355043,-0.103720330608209,0.172430241321389,0.132660079549084,0.0939530907335508,1.03664009268066,0.683405071907133,0.201636416870569,-0.146316231747206,0.122741098394067,1.69853788557697,1.02610665943134,0.00975347582240666,0.648453159772715,-0.436503764438785,-0.423986505856023,-0.316295444677226,-0.287635540527594,0.0440917156086099,-0.502189338653287,0.0790785667136299,-0.121036060299933,-0.0824694241377847,-0.333550413274231,-0.136757939865254,0.386606422193342,-0.32466852759624,0.337144106906151,0.340273006581825,-0.026179524716137,0.051251043049312,0.0195650646507382,-0.171811578717214,0.172186853501265,-0.0305520446416596,0.787352404477229,-0.0928015155180386,0.153187665886611,0.0905352358034245,0.299072329082173,0.422657453057527,-0.159095380471907,0.167595315791014,0.149408626474915,-0.451151083333824
"GSM2138499","GSM2138499",0.240824069112851,0.441245938181862,0.239034487742966,0.463242491994012,0.296764141256112,0.357176971578925,0.243479880105395,0.0877359949167732,0.453469639388411,0.0685272832928319,-0.286648861587417,-0.768366626390062,0.0433893718370949,0.00197000656191837,0.392629837692896,0.0606461256193518,0.263946012523847,-0.0277367113077013,0.305837728430197,0.128838114221985,0.0877645834510554,0.403752119024493,0.611395273878558,0.387869673208801,0.427674315050603,0.191245932258155,-0.511900969695376,0.106227490361971,0.546608008971495,0.408725192896349,-0.626278973986876,-0.219536908084692,-0.31970087961253,1.22057748603462,0.582310903042118,0.287808704196113,0.192317578189739,-0.159608602551035,-0.440584877473422,-0.165541460723746,-0.0726747374784558,-0.182908872681775,-0.714882781773923,-0.138353042026758,0.775136139989083,0.148927323678176,-0.180326457901484,-0.303674288106077,0.605540260078807,-0.683706868066099,-0.0986276274863528,-0.0236250768008455,-0.00874896770313914,-0.116923283800114,-0.222250842715305,-0.0428232143272147,-0.603775651326953,-0.0688510235891909,0.185102086815604,0.65090596622478,-0.290237138122917,-0.405976821301055,-0.1840379129689,-0.342171459010347,-0.207560848589025,-0.524660055600288,-0.620625710262546,0.0312640652082039
"GSM2138500","GSM2138500",0.355024262852001,0.785172989122444,0.639935632063667,0.339107815712387,0.430594437711785,0.270721033127209,0.677646510517466,0.52669846003325,0.357118487424375,0.44652013018031,-0.0144786358816842,-0.255699704995174,0.489408939050733,0.193498762780042,0.0517700597975895,0.125477174450006,0.51575986084889,0.261739394318617,0.237872370550761,0.546656392230797,0.441916925124648,0.384753993739635,0.54784523573282,0.125526950832139,0.459765505557542,0.548034640188562,0.380433853622815,0.48111058543521,1.05753666842216,0.714699982986696,1.67630683729488,0.206441494420331,0.486162507381153,1.00948535701395,1.46791717661248,0.381846379656801,-0.253713255316761,-0.0353829740538417,-0.131989689667874,0.43016813202044,-0.258831778299914,-0.0634262511280293,-0.352766692003909,-0.434149817899871,0.192561491346165,-0.346590002892657,-0.391275761995142,0.155609329224905,-0.130881864455415,-0.406063483287745,-0.32121886846027,0.321639157868564,-0.284697971233008,0.0512501461869726,-0.0163559557069414,0.0637929652905966,-0.876666734600658,-0.164926098893348,-0.224105029834517,0.364904014206386,-0.826634448060642,-0.749341713624089,-0.429077997562046,0.115110315791794,-0.564328681491899,-0.329739983702451,0.0833121440928122,-0.102217800887257
"GSM2138501","GSM2138501",0.34722980787312,0.167874994166324,0.599155683038279,0.42463195216581,0.0907944768495802,0.486478832914359,0.623333328592054,0.30711178227369,0.454970306982831,0.368617076649226,0.110788689419308,0.170453884404295,0.34485522632572,-0.444390662253568,2.47283405931326,0.419546937119802,0.675908666271131,0.266581925512227,0.384715129764033,0.170249807998504,0.459556467610359,0.547717978668171,0.622693356245886,0.0180929143616577,0.618238410161821,0.557310094201737,0.599099976797552,0.323382023956149,0.593945069962608,0.31247723245163,0.239013554094376,0.105650297178264,0.80885500871607,0.33876309487284,0.363710133853103,0.577789927153974,0.364622490466084,0.104321107423594,0.0867134046207349,0.775063084609392,-0.0700869374495487,0.107297131287977,0.288310086391092,0.062879811493961,0.348540236513615,0.117396763550665,-0.421520977354441,0.0272536183164876,0.414207151089538,-0.411181625764217,0.17473621930523,0.110179963080066,0.274941107129852,-0.122301875796503,0.129219697427574,0.33335650346398,-0.125339129649542,0.0616444875814528,-0.114010702399991,0.0101158627808256,-0.146043170079171,0.382093640267511,-0.367368199774184,0.469988250154197,-0.347034264065574,0.356955199991638,-0.0734970951681277,0.779691187870907
"GSM2138502","GSM2138502",0.0923777154243539,-0.0427709560902689,0.00775430504705184,-0.15039233209832,0.73192176835051,0.288324314656248,0.110982043767411,-0.106612850387378,-0.234518536840706,0.142299443717921,-0.132468317434204,-0.129836535799157,0.0437515388768304,-0.00611532881651288,-0.700412885504414,0.0636052222382018,0.0269103761190415,0.254385324786932,-0.401494620376726,0.210418708560135,0.502796318548204,0.422964101056259,0.134666231865753,0.473491375976412,0.417985798556498,0.0634943166808609,-0.102709844455741,0.482082175312034,0.0979573542276947,0.166913265584512,0.267149367079185,0.39011855979458,0.104995256229017,0.272944202003927,-0.029896472254507,0.304553550430847,-0.38535267395549,0.934991855712384,-0.124716564176028,-0.174434955659914,0.535935666827445,0.477875947268841,1.11384496468087,0.0291743235913435,-0.0455449629926788,0.316676782927465,0.0035260325809505,0.178290620901663,0.3993414734203,-0.122755479962828,-0.0457929819275205,0.244615455720152,-0.319061291475022,0.100312088910901,-0.000832836212782029,0.253277155557914,0.256871573848938,0.0134573696320962,0.0751134873785174,-0.0814131136367639,0.039300156782427,-0.511514207040345,-0.212594081953244,0.338308092465554,0.568342870809923,0.109012863880721,0.489574282121763,0.443573484292194
"GSM2138503","GSM2138503",0.00131279714527499,0.161152486769391,-0.111823374374701,-0.165614664368534,-0.0398909057068402,0.0744363196930263,-0.120926700280738,-0.0169097543471284,0.320325910598234,0.135695835906132,-0.510517607319955,0.141440255951262,-0.0330137590877893,-0.0152292850307974,-0.832605539008614,0.0901688260698065,-0.388399449293408,-0.0856730378890872,-0.382142880275319,0.0240551810573081,0.191012566941852,0.0907207570348964,0.204469524824099,-0.064359246322395,-0.0959420639914991,0.0182185072655547,-0.358362843378133,0.477589274614215,0.451071753321252,0.196048661496333,0.704752494657841,0.475762508887873,0.565236512768948,0.395402537816423,0.275223647852145,0.0515483741130865,0.080607179819665,0.26617437767695,-0.597967582861901,-0.761530238320376,0.28802226606642,0.109426292493506,-0.156621731177452,-0.0805513643014443,-0.331689362358763,-0.0118507381033442,-0.0931419307555487,-0.167441303798677,0.439099777712885,-0.536950188959163,0.148552022193778,-0.0825236508604725,-0.437786176117936,0.210949905357439,0.027011031796279,-0.0873322341885143,-0.0963100204248633,-0.225438401547306,-0.00910766891212842,-0.262085179697287,-0.00966769494496949,-0.515215693250851,0.27520414755508,0.29469556884092,0.106728958558101,0.376643505186359,-0.17518378088673,-0.394623248782847
"GSM2138504","GSM2138504",0.309777842975455,0.477138297993561,0.424284371756955,0.235233622295134,0.309559415442039,0.196453217633616,0.622054031147957,0.267738015608128,0.258776449484218,0.634676541485315,0.0160678950350754,0.0786350521155333,0.200592001166016,0.028643539687254,-0.222235264429426,0.261887241151101,0.930095428459433,0.553973410093106,0.558786466491572,0.261296513977082,-0.0107019943619568,0.648827599877336,0.56058015778791,1.08175320895455,0.816484537417996,0.30826404523851,0.14652468335586,0.246515608818883,0.365613398711401,0.514654863674627,0.123856272383555,0.348674762654368,0.985317509745862,0.76958472441285,-0.248279492600351,0.286384925454726,-1.09577855613564,-0.28933316254602,-1.0585087102865,-0.26285842093749,-0.0244990988937723,-0.438094608753065,-0.104662769305087,-0.70537064925342,0.313110616880689,-0.175563904669179,-0.456328549650369,-0.625601581214145,0.00993431067411817,-1.62045726994095,-1.11612332926265,-0.470690047083815,-0.349312902938541,0.442180336515376,-0.39361795363304,0.436249179982256,-0.359083644811306,-0.251429164690932,-0.304379814606193,-0.109504996517482,-0.0715222760638663,-1.47078244440998,-0.184198657545144,-0.932471599076003,0.338164339777554,-1.30175912871266,-0.702465015174277,-0.48502600583632
"GSM2138505","GSM2138505",-0.141174839145346,-0.437319140364869,-0.506286979855116,-0.178018787756609,-0.18430220157319,-0.189893189738748,-0.232198189031181,-0.128470568364753,0.0214460793549147,-0.237780276717743,0.0143464722038196,-0.603997660939988,-0.263721031332125,-0.171643071401937,-0.647954247115943,-0.117318107337583,-0.269717493693118,0.189625441057164,-0.168049626187561,-0.34560425928592,0.170221210109318,-0.049958081065174,-0.849631110092089,-0.594967196697453,-0.233458488298404,-0.113036984451801,-0.485053385180418,-0.253597886214772,-0.257303515260912,-0.364334456587678,-0.443004428594256,-0.0609495625657667,-1.30026350850512,-0.786024503076728,-0.668858629797354,-0.0248721725543934,-0.536543242558663,-1.23674323316538,-0.0847852436526553,-0.612180272433777,-0.2960673445686,-0.353894648480794,0.170680535509977,-0.336889724465874,-0.357366789289019,-0.553231410574995,0.0766923801125583,-0.409267383603901,-0.180302744237905,-0.279518922622368,-0.299257859055088,-0.123129353224833,-0.0548883781827486,0.189928098154976,-0.126948241847978,-0.0197097818839445,-0.00442793856922999,-0.0161999941044649,0.264997932522897,0.339350280319506,-0.11812326955843,0.141466402998376,-0.557920111835554,0.00275309630737851,-0.211210096640426,-0.169129573659188,-0.275876682924235,-0.556774636450168
"GSM2138506","GSM2138506",-0.135635282333313,-0.174377727545857,-0.422753776504935,-0.42010839445362,-0.736974936011187,-0.232507114206064,-0.391820180933139,-0.269689271698223,-0.32417009789759,0.106404206687656,-0.564028575390617,0.116260131735038,0.136428023650435,0.198728173731687,-0.744436420230999,-0.658500912769843,-0.338232230787899,0.295507180851769,-0.209708486410709,-0.0298401214738126,-0.206531721656501,-0.510608845383557,0.106052618695816,-0.127215289736303,0.0286016781916885,-0.511313269343057,-0.377767855123105,0.00464603084617661,-0.465574694108006,-0.553971306532695,-0.19339391442011,-0.18249373758235,-0.273813089417318,-0.665172443255972,-0.12828014073721,-0.414483283277252,-0.0736872102977937,-0.53443593968264,0.351472958787406,0.951065503063069,0.104269659300092,0.299395714188309,-0.367668845300751,0.500607828745443,-0.290922044481275,-0.315427006452575,0.224224272116974,-0.924019453591196,-0.583857779126173,-0.229734978270769,0.181368938158981,-0.139153198750003,0.0194973306829007,-0.167461585999213,0.298971117037383,0.221323933895434,0.562887976104319,0.386234616490881,-0.125292629022488,-0.132406216929451,0.598039135083212,0.474469463268922,-0.240945369296281,-0.62462493893899,0.902836893213724,-0.307573873863016,-0.25795366266156,-0.482958884893885
"GSM2138507","GSM2138507",-0.203792956904983,-0.204771914808384,-0.276786468957244,-0.27745821540853,-0.0631736163401676,-0.195108106081401,-0.425306116943743,-0.0951275726948621,-0.417781724743175,-0.405374354601988,-0.0997136097247018,0.103989317006853,-0.257621223356413,0.0626135163778268,-0.556227356593501,-0.294991353064802,-0.319399307764023,-0.665746908679039,-0.515746844051816,-0.347824320958673,-0.152648922098293,-0.714558411629718,0.24940679501241,-0.335788843061714,0.0532648688424442,-0.271422705036077,-0.470828258395305,-0.0320942873940661,-0.389680311165691,-0.176244193790986,-0.158570903291799,-0.0664466614483784,-0.0317113613252215,-0.350151106175571,0.1567339880513,-0.244921952382988,0.700618289677625,-0.0226035189844254,0.424963312302252,0.155437955422603,0.0898352101874568,0.133069285809316,0.017060089702545,-0.105408419555101,-0.817478633680423,0.45710576597961,0.0694224322978758,0.340297655741564,0.0708623097282102,0.369009378229456,0.191864295959432,-0.126008899914741,0.411723464461986,0.402407244966508,-0.0816916654488478,-0.0719688756974073,0.828635677132822,0.0951780198523434,0.0615849282748384,-0.421809330930904,0.381771374785485,0.570762357544398,0.545277818294968,-0.125146036527359,-0.257040863442497,0.173614825240166,0.388787081607277,0.087108999205141
