"","sample","EGF receptor transactivation by GPCRs in cardiac hypertrophy (bp_114)","Signaling pathway from G-protein families (bp_119)","CREB phosphorylation through the activation of CaMKK (bp_1202)","CREB phosphorylation (bp_1222)","Class B GPCRs (secretin family receptors) (bp_1226)","Eicosanoid ligand-binding GPCRs (bp_1233)","Free fatty acid GPCRs (bp_1244)","G-protein-mediated events (bp_1246)","GPCR ligand binding (bp_1247)","Hormone ligand-binding GPCRs (bp_1249)","Lysosphingolipid and lysophosphatidic acid (LPA) GPCRs (bp_1253)","Nucleotide-like (purinergic) GPCRs (bp_1257)","Peptide GPCRs (bp_1260)","Amine ligand-binding GPCRs (bp_1270)","CREB phosphorylation through the activation of adenylate cyclase (bp_1496)","cAMP receptor, G-protein-independent pathways inferred from amoeba model (bp_1666)","Cell differentiation by G alpha (i/o) pathway inferred from mouse Neuro2A model (bp_1674)","G alpha s pathway (bp_1679)","G alpha q pathway (bp_1680)","G alpha i pathway (bp_1684)","cAMP cell motility pathway inferred from amoeba model (bp_1687)","G alpha 12 pathway (bp_1688)","G alpha 13 pathway (bp_1693)","Non-class A, B, C GPCRs (bp_1699)","G-protein signaling through tubby proteins (bp_173)","Small ligand GPCRs (bp_1734)","CREB transcription factor and its extracellular signals (bp_175)","Class A GPCRs (rhodopsin-like) (bp_1753)","Class C GPCRs (metabotropic glutamate and pheromone receptors) (bp_1756)","Nucleotide GPCRs (GPCRs) (bp_1774)","ChREBP regulation by carbohydrates and cAMP (bp_419)","Signaling by GPCR (bp_535)","Protein kinase A (PKA) at the centrosome (bp_58)","Activation of cAMP-dependent protein kinase, PKA (bp_6)","G-protein signaling pathways (bp_605)","G alpha (i) signaling events (bp_620)","G alpha (s) signaling events (bp_621)","G alpha (z) signaling events (bp_622)","G beta-gamma signaling through PI3K gamma (bp_630)","Gastrin-CREB signaling pathway via PKC and MAPK (bp_631)","IGF1 receptor signaling through beta-arrestin (bp_653)","GPCR downstream signaling (bp_657)","G alpha (12/13) signaling events (bp_661)","G-protein beta-gamma signalling (bp_678)","Angiotensin II-stimulated signaling through G-proteins and beta-arrestin (bp_706)","PKA activation in glucagon signaling (bp_708)","Seven transmembrane receptor signaling through beta-arrestin (bp_713)","G-protein-independent seven transmembrane receptor signaling (bp_730)","Attenuation of GPCR signaling (bp_76)","Beta-arrestins in GPCR desensitization (bp_78)","Beta-arrestin-dependent recruitment of Src kinases in GPCR signaling (bp_79)","G-protein activation (bp_904)","PKA-mediated phosphorylation of key metabolic factors (bp_961)","Activation of PKC through GPCRs (bp_98)"
"GSM2138507","GSM2138507",-0.187154209761451,0.0442174422948151,-0.509062759768666,-0.273074737016907,-0.21201260703328,-0.542133443412621,0.046621821351007,0.00865658171969436,-0.357324860280125,-0.672311476541289,-0.259255060539319,0.0818144844610734,-0.499295391389227,-0.163874694231687,0.442526734696413,0.0148640544436132,-0.0543697177778578,-0.114422732945691,-0.210714427369586,-0.00852425860174321,-0.205016942610043,0.0687378431936614,-0.0940243459122523,-0.362774403614216,-0.302880647771618,-0.556226808234045,0.26593812660712,-0.295897261571834,-0.244526465502275,0.355499072772851,0.115551435262072,-0.264994437337927,-0.0796585447707907,0.343420123480429,-0.0995176873761967,-0.381889393471677,-0.231082641339197,-0.0079586217914287,-0.123829092827491,-0.196690448675031,0.287831408769494,0.160159229807675,-0.20156501026488,-0.156238708426696,0.0646053929783402,0.137813554136806,-0.200365292166184,0.170079132918192,-0.105778593079581,0.227686394001811,0.124947492499019,-0.159927755266652,0.00760496371265951,-0.225279127276858
"GSM2138508","GSM2138508",0.136960238681367,0.00918980818828649,-0.249418925427711,0.292074540806848,0.00265736608106783,-0.173003046733575,-0.14996702652027,0.104126291369682,-0.175037185261079,-0.216051654597124,-0.260189688041762,0.0412740320030304,-0.287181682985676,-0.0145790761337424,0.00638820054101981,0.551473777654386,0.135090411180112,-0.0747926462909929,-0.185471939259353,0.0271523665190399,-0.0456102098960824,0.249628347893107,0.0457911925719418,-0.0925352716338539,-0.260712021709644,-0.449186167656011,0.228230928217159,-0.22202484853209,-0.327115384725831,-0.0640539058464524,0.172891078523558,-0.129143275039747,0.458717480099971,0.407258083550984,-0.0447303345287291,-0.194209156605715,-0.075124010141232,-0.0997477106374116,0.520862082063864,-0.117578034780547,0.228152581324543,0.442936921391531,0.105814776259019,0.130080648590135,0.182931665897568,0.068489208612659,-0.0625543228301049,0.284241331604557,-0.130137396356168,0.278661548263403,0.607090820745499,0.144652142924948,0.535785238571198,-0.426039558920284
"GSM2138509","GSM2138509",-0.0889153337961321,0.0539963424983328,-0.234843382111948,-0.420346903258281,-0.253328091836463,-0.359315855985887,-0.121967057966146,0.0510822752233123,-0.306125693622443,-0.481598170427124,-0.380883492104993,-0.10116443687841,-0.294181739992351,-0.294429994292099,0.32024891139594,-0.811181940910422,-0.109216703222771,-0.0450259933796753,-0.036931371632572,-0.071449647845686,-0.193322801542692,-0.181491038073531,-0.0206685691214111,-0.176117621605096,-0.525051231586949,-0.587750916366923,0.411731331437016,-0.274760250077735,-0.157243083586003,0.080720669927376,0.137019998355506,-0.198188340115261,0.0294699902336659,0.841837118345001,-0.039607193550213,-0.332188721941151,-0.271943586069069,-0.182563149344563,0.0136497572997562,-0.154503000432569,0.00272310015134318,0.465528194671695,-0.192268564583572,-0.226766728332815,-0.0186762681030699,0.137266113468019,-0.118550176090917,-0.126220349666376,0.302174444912101,-0.137340459792067,0.106387885662167,-0.331036473367394,0.207607978816514,0.0274609887555402
"GSM2138513","GSM2138513",0.126797629456747,-0.011690302453942,-0.464085203157506,0.398277771850324,-0.129895248736222,-0.299504553951865,0.10141312357348,0.0282542583215799,-0.135895979397111,-0.129583516872351,-0.306590178037689,0.14008449817388,-0.125165671303864,-0.306935435887176,0.182914630010233,0.544484065418263,0.0114380488410693,0.0257092040680351,0.0210259194897809,-0.00032925072543159,-0.00334558569141328,0.0733373467755468,0.0685244564580952,-0.199175187260839,0.385005047168967,-0.289829195240597,0.0782247116948429,-0.209576356079953,0.0325046692538569,0.322271402225032,-0.319314209689355,-0.061010239430386,0.0826892788236997,0.331534682093546,-0.00747370668924571,-0.176029554133681,-0.0460524566343396,0.0616772592063686,0.885412288698219,-0.0436949633427492,0.171554897000386,0.605751545862522,-0.0652358873713795,0.407697590227588,-0.0838885235759788,-0.0461065002451699,0.17227204039635,-0.0462611942175964,-0.273681525422496,0.0762410816977086,-0.178537683668515,-0.0364245483169625,-0.0544818300036108,0.762256451332022
"GSM2138514","GSM2138514",0.00242370968974395,-0.084017219767177,-0.637290928365672,-0.582669686829721,-0.0572342106423621,0.115183784474448,1.3841833266143,-0.194714128423384,0.163078096219069,0.569845095381079,-0.207450851824991,0.0740070378636799,0.216592608833019,0.036145936553795,-1.20858956358674,-1.09627879737284,0.0265216980979824,0.307072002508954,0.00281516183352593,-0.0850022795523708,0.269657973363829,0.20948425924879,-0.140501830286558,0.177933775010657,-0.260033710571571,0.060540223143165,-0.664981003146054,0.295859647604659,0.604754578075582,0.119653850496194,-0.298319236452633,0.00032266019146703,-0.127998580706509,-0.429008014362728,-0.182575789370534,0.0309701997521025,0.0100495846518495,-0.137405632711093,-0.103601306264685,0.0439584469148685,-0.22223857028635,-0.798337096376411,-0.218943610918397,0.0341339939320084,0.152273550744797,-0.334581424213876,0.357459660881281,0.0878949986202855,-0.00778795445639068,0.0790419725853699,0.25371481903907,0.0144429761420744,-0.202850008848676,-0.189040943920099
"GSM2138515","GSM2138515",-0.0831706570212658,0.334004051047182,0.0377420697246202,0.330187202696666,-0.153287966605339,-0.419720599102786,-0.472574353563943,0.164665587098461,-0.250286876826636,-0.331253606294782,-0.260037941780048,0.0558034531113295,-0.327313094841659,-0.189351335918485,0.248502542099989,0.68310145137215,0.361768760155205,-0.0241376963271464,-0.107715748113197,0.113540879971013,-0.0388563601852508,0.0760896909332214,-0.0710573631078813,-0.295180171010647,-0.358567288231839,-0.359829540668641,0.542022030967326,-0.270955200902787,-0.536893748826087,0.0715953286939309,0.40664765907502,-0.0964708520112982,0.5128773727588,0.903713722714674,0.16235383428435,-0.129912100783173,-0.000892618928061797,0.16909625963444,0.604649546686774,-0.119850248900138,0.0896757187807707,0.542324344012327,0.0987787997816781,0.132355071480454,0.0854797170494408,0.402739454416906,-0.0382565664279452,0.070527916974534,0.574664913780868,0.402646001993764,0.42730516088335,0.0867398093624405,-0.116467066388082,-0.478220902743126
"GSM2138516","GSM2138516",-0.482842700315689,-0.369008127966021,-0.313123833410371,-0.412869626077926,0.12113951080888,0.0468818952990957,0.679369257228534,-0.0541854258009075,0.276214387222908,1.30410649393136,0.362914859429636,0.415451033337159,0.285638113618994,0.223759517809029,-0.330685663266901,0.470692432602832,-0.0839390247972529,-0.013920700678061,-0.183619666002521,-0.145387378833452,0.00894245811574344,-0.289832247281873,-0.263030371801672,0.0893249677165816,-0.116148480355391,0.256804738299322,-0.257238446605607,0.297377052364506,0.0857224964035564,0.35145666198288,0.0879620835093829,0.089079452994088,-0.0924291192658601,0.27991188296065,-0.15488181961512,0.203471450686897,0.214524400501837,-0.021601213452404,-0.811925454546295,0.0178203546087541,-0.305154967927412,-0.958149898713432,-0.111836361213981,-0.132823066179442,-0.16716958563416,0.0336234537678412,-0.0586104107838437,-0.0983892098318623,0.397327575809305,0.0324141285901332,-0.0711339694684542,0.229653937707008,0.209244826781845,-0.462062750935436
"GSM2138520","GSM2138520",-0.139640497516849,0.253345483825467,0.289149720928037,0.15606108228328,-0.161363462851303,-0.570898270036688,0.0300464506610205,0.303795396271359,-0.323837422159832,-1.06959341206874,-0.135851971071358,-0.835583701691047,-0.269796318336192,-0.283519134564176,0.730853089683138,0.910899301313476,0.175684230366063,-0.0357438876740765,-0.140025240072526,0.152828091803455,0.082287426358297,0.105042039894585,-0.0362565645769493,-0.365108010592232,-0.331780198611862,-0.47976325413724,0.510104308706389,-0.324986379605526,-0.192772531226794,-0.51785014296347,0.32530127934828,-0.16260368008383,0.0176061008340952,0.310270445997711,0.16140215807697,-0.143430510154793,-0.0845160485678109,0.0950888385751076,0.0299868449469473,-0.308319856984239,0.296240606216123,0.264737376051794,-0.0189399478212608,-0.20158136168128,0.142613648807835,0.408778545750501,0.0918075065803908,0.208083804682303,0.380822237699947,0.356878751018172,0.0497246909329834,0.0575920899150895,0.156801441825713,-0.280677976480847
"GSM2138521","GSM2138521",-0.389991167246282,-0.1647712767784,-0.242609173896884,-0.337760570417075,-0.0836569955999014,-0.00692865262110756,0.467644534462606,-0.267366961517006,-0.116616646554662,-0.0604337210331405,-0.196048426767683,-0.317025314343147,-0.12672930892111,-0.290062151541752,-0.0274763101744748,-0.0930273565211671,-0.143213545635631,-0.107374849393294,-0.199543944998429,-0.193649100164976,-0.125435799901914,-0.17916145644083,-0.225889121083459,0.0454986169474106,-0.786288779312389,-0.272903447345046,-0.0786662815126072,-0.101086342937709,-0.118531051274384,-0.239924637219239,-0.0785995988796253,-0.152993382699905,-0.0371455320945344,0.503498909612494,-0.193016322773951,-0.0383409119381889,-0.0367484433328317,-0.195506404245687,-0.0638943711036061,-0.280314573455096,0.0247797691213209,-0.0933739731781332,0.0153717947427647,-0.0702317046530371,-0.297920802794537,-0.0600460273723088,-0.0615141406152305,-0.0101993404776603,-0.26606412413412,-0.215708796194654,-0.241841840931757,-0.0330572912249129,-0.313963903765752,-0.554508261434391
"GSM2138524","GSM2138524",0.176653461290823,-0.118563274716517,0.405979667963666,-0.110530709231035,-0.0778266785021316,0.28274355335486,0.273219439403482,-0.0205225892096376,0.182997566314671,0.0762503759956832,0.0475057328984973,0.139925556388746,0.384802941974048,0.0199210456800361,-0.776720660911594,0.634488200637363,-0.033940543808927,0.112486434125528,0.168257006626954,-0.0364032313738875,0.372381451260852,0.201449473171253,0.133527717818578,0.0621450052204801,-0.028288059495588,0.158137781862574,0.0318289534690515,0.281670877287125,-0.104305933651297,0.193113932300303,-0.112723156872563,0.113452388014255,-0.38190233053441,-0.173662081815186,-0.121052801592058,0.109372773213216,0.0216978958881543,-0.405478432364418,-0.233178879769531,0.102098541453065,0.0137592348126685,-0.219957183744678,-0.0464023252672956,0.145731354352231,0.0789900310657673,-0.30072574539719,0.226023211626641,0.187721515128221,-0.00423071942471927,-0.401253293299215,-0.154759008291355,-0.47515157358481,-0.687308370892246,0.557989500540187
"GSM2138525","GSM2138525",0.0658038651636021,-0.157248140123871,-0.130547036983523,-0.0837880195971966,0.168163225854425,0.141222578461476,0.418352913030554,-0.13140118900999,0.224718947945411,0.900615624298281,0.50459730949348,-0.228702633215285,0.304484091751687,0.171661273748129,-0.323636017737644,0.175015013366055,-0.120936742435662,-0.01970561890622,0.19269117518476,0.0469358117950281,-0.0435616382638279,-0.154947785737355,-0.0075303358632264,0.0394479340937294,-0.171228552463387,0.0408251106773471,-0.0311054272823348,0.155755016362925,0.109952828217467,-0.143726919434057,-0.12744540687779,0.111387907853433,-0.588714620663109,-0.011955024585681,-0.16957500928292,0.267983506900845,0.113231453564521,0.0636225262258434,-0.382804278203827,-0.00478595834507314,-0.28003249969863,-0.371109168233795,-0.0865000352156856,-0.138978091646095,-0.176371252357543,-0.172149482977989,-0.15019771011501,-0.0806929682491757,0.0350671163207002,-0.223848726002732,-0.0233816605869619,-0.134396989235569,-0.0455328923472759,-0.275276522172943
"GSM2138526","GSM2138526",-0.164336251482708,-0.0445854646134414,0.758084971457281,0.252291766935274,-0.017026267771514,0.269174283031999,0.35201442720429,-0.0996307223235771,0.10881870475141,0.888990990624859,0.216069612534687,-0.318263673331272,0.181919291023998,0.0624120527570327,-0.150372447931936,0.32186370799395,0.0117673078615599,-0.00897519214266833,0.0864099716932209,0.0108251839851007,-0.0187121573555444,-0.182052364309124,-0.0906821561624585,0.166546605924691,-0.144045159069365,0.0181187875330525,0.22742705027548,0.157480419144288,0.363769092282429,-0.301663042023564,0.0812018017890262,0.0632874146422339,-0.755644100252149,0.379237604778187,-0.102851867363797,0.108352134463549,-0.0108483216215251,-0.128762551073618,-0.48632612508994,-0.0732706318526961,-0.189032886221622,-0.199194305425609,-0.228252263019119,-0.248430869238852,-0.190303415331949,-0.0525317205438555,-0.182473032202586,-0.104829534921729,0.0866699722124206,-0.390489814684221,-0.124372305034433,-0.497589088379223,0.0798114344388577,-0.498222729643834
"GSM2138528","GSM2138528",-0.211162272007626,-0.1306277643655,0.736578402966147,0.13718715003504,-0.602981821546974,-0.477603357293396,-0.471681987915229,-0.144160729257009,-0.412763501035455,0.290903669965381,-0.649876748871206,-1.00950814954218,-0.374872796471027,-0.165582979045648,0.289862726197081,0.052263644756728,-0.0339102375408928,-0.0833478055483337,-0.0305761893598302,0.0535756751509522,-0.227151935986346,-0.0846113727885146,-0.173882706469736,-0.202375061233985,0.129470039920696,-0.307395426456653,0.235754187147583,-0.304084399152507,-0.432093830571202,-0.719777713886587,0.204517673954889,-0.254645857543259,0.0818719388011274,-0.000569093256192995,-0.107044534411219,-0.275597706763226,-0.285148279692124,-0.150801606543134,0.0254682536935564,-0.325933680605181,0.254624760935657,0.126548608582084,-0.16848945738502,-0.324260040542105,-0.0119832380467206,0.0989425057049511,-0.146832004918531,0.551539757470091,-0.302780679511986,-0.0432975494830928,0.122888621791108,-0.467080198248251,-0.568121509611389,-0.649795732874695
